method,dataset,split,category,arm,eval_mode,metric,auroc,aupr,fpr95,n_eval,drift_delay,seed,timestamp
driftlens,TSB-M-STABLE_084_SEG_7029_159_SMAP_id_16_Sensor_tr_175,M,STABLE,none,batch_level,batch_auroc,0.25,,,4,,42,2026-08-25T15:23:54
ae_adwin_lstm,TSB-M-STABLE_084_SEG_7029_159_SMAP_id_16_Sensor_tr_175,M,STABLE,none,ordered_per_window,per_sample_auroc,0.5321,0.7073,1.0,25,5.0,42,2026-08-25T15:23:54
tdivdm,TSB-M-STABLE_084_SEG_7029_159_SMAP_id_16_Sensor_tr_175,M,STABLE,none,ordered_per_window,per_sample_auroc,0.9038,0.9274,1.0,25,,42,2026-08-25T15:23:55
driftlens,TSB-M-STABLE_085_SEG_46660_191_Exathlon_id_18_Facility,M,STABLE,none,batch_level,batch_auroc,0.2083,,,10,,42,2026-08-25T15:24:20
ae_adwin_lstm,TSB-M-STABLE_085_SEG_46660_191_Exathlon_id_18_Facility,M,STABLE,none,ordered_per_window,per_sample_auroc,0.5573,0.7187,1.0,165,3.0,42,2026-08-25T15:24:20
tdivdm,TSB-M-STABLE_085_SEG_46660_191_Exathlon_id_18_Facility,M,STABLE,none,ordered_per_window,per_sample_auroc,0.6813,0.7834,0.8095,165,,42,2026-08-25T15:24:22
driftlens,TSB-M-STABLE_086_SEG_8640_147_SMAP_id_4_Sensor_tr_2160,M,STABLE,none,batch_level,batch_auroc,0.0,,,4,,42,2026-08-25T15:24:51
ae_adwin_lstm,TSB-M-STABLE_086_SEG_8640_147_SMAP_id_4_Sensor_tr_2160,M,STABLE,none,ordered_per_window,per_sample_auroc,0.6167,0.4135,0.7,46,2.0,42,2026-08-25T15:24:51
tdivdm,TSB-M-STABLE_086_SEG_8640_147_SMAP_id_4_Sensor_tr_2160,M,STABLE,none,ordered_per_window,per_sample_auroc,0.6417,0.5777,1.0,46,,42,2026-08-25T15:24:52
driftlens,TSB-M-STABLE_088_SEG_43066_186_Exathlon_id_13_Facility,M,STABLE,none,batch_level,batch_auroc,0.75,,,14,,42,2026-08-25T15:25:44
ae_adwin_lstm,TSB-M-STABLE_088_SEG_43066_186_Exathlon_id_13_Facility,M,STABLE,none,ordered_per_window,per_sample_auroc,0.4752,0.7347,0.9831,237,11.0,42,2026-08-25T15:25:45
tdivdm,TSB-M-STABLE_088_SEG_43066_186_Exathlon_id_13_Facility,M,STABLE,none,ordered_per_window,per_sample_auroc,0.4637,0.7379,0.9661,237,,42,2026-08-25T15:25:48
driftlens,TSB-M-STABLE_089_SEG_230400_086_SVDB_id_3_Medical_tr_5,M,STABLE,none,batch_level,batch_auroc,,,,41,,42,2026-08-25T15:25:51
ae_adwin_lstm,TSB-M-STABLE_089_SEG_230400_086_SVDB_id_3_Medical_tr_5,M,STABLE,none,ordered_per_window,per_sample_auroc,0.6498,0.9975,1.0,656,507.0,42,2026-08-25T15:25:51
tdivdm,TSB-M-STABLE_089_SEG_230400_086_SVDB_id_3_Medical_tr_5,M,STABLE,none,ordered_per_window,per_sample_auroc,0.5666,0.9971,1.0,656,,42,2026-08-25T15:25:51
driftlens,TSB-M-STABLE_092_SEG_230400_086_SVDB_id_3_Medical_tr_5,M,STABLE,none,batch_level,batch_auroc,,,,76,,42,2026-08-25T15:25:54
ae_adwin_lstm,TSB-M-STABLE_092_SEG_230400_086_SVDB_id_3_Medical_tr_5,M,STABLE,none,ordered_per_window,per_sample_auroc,0.5634,0.998,1.0,1220,,42,2026-08-25T15:25:54
tdivdm,TSB-M-STABLE_092_SEG_230400_086_SVDB_id_3_Medical_tr_5,M,STABLE,none,ordered_per_window,per_sample_auroc,0.5089,0.9981,1.0,1220,,42,2026-08-25T15:25:55
driftlens,TSB-M-STABLE_093_SEG_230400_095_SVDB_id_12_Medical_tr_,M,STABLE,none,batch_level,batch_auroc,0.7368,,,21,,42,2026-08-25T15:26:05
ae_adwin_lstm,TSB-M-STABLE_093_SEG_230400_095_SVDB_id_12_Medical_tr_,M,STABLE,none,ordered_per_window,per_sample_auroc,0.3944,0.9055,1.0,342,5.0,42,2026-08-25T15:26:06
tdivdm,TSB-M-STABLE_093_SEG_230400_095_SVDB_id_12_Medical_tr_,M,STABLE,none,ordered_per_window,per_sample_auroc,0.819,0.9801,0.8,342,,42,2026-08-25T15:26:07
driftlens,TSB-M-STABLE_094_SEG_28713_068_SMD_id_12_Facility_tr_1,M,STABLE,none,batch_level,batch_auroc,0.0,,,4,,42,2026-08-25T15:26:14
ae_adwin_lstm,TSB-M-STABLE_094_SEG_28713_068_SMD_id_12_Facility_tr_1,M,STABLE,none,ordered_per_window,per_sample_auroc,,,,27,,42,2026-08-25T15:26:14
tdivdm,TSB-M-STABLE_094_SEG_28713_068_SMD_id_12_Facility_tr_1,M,STABLE,none,ordered_per_window,per_sample_auroc,0.5556,0.8019,1.0,27,,42,2026-08-25T15:26:15
driftlens,TSB-M-STABLE_095_SEG_150000_025_MITDB_id_7_Medical_tr_,M,STABLE,none,batch_level,batch_auroc,0.5882,,,43,,42,2026-08-25T15:31:19
ae_adwin_lstm,TSB-M-STABLE_095_SEG_150000_025_MITDB_id_7_Medical_tr_,M,STABLE,none,ordered_per_window,per_sample_auroc,0.6712,0.5825,0.8393,694,7.0,42,2026-08-25T15:31:21
tdivdm,TSB-M-STABLE_095_SEG_150000_025_MITDB_id_7_Medical_tr_,M,STABLE,none,ordered_per_window,per_sample_auroc,0.8359,0.7888,0.6211,694,,42,2026-08-25T15:31:34
driftlens,TSB-M-STABLE_096_SEG_28726_058_SMD_id_2_Facility_tr_10,M,STABLE,none,batch_level,batch_auroc,1.0,,,8,,42,2026-08-25T15:31:44
ae_adwin_lstm,TSB-M-STABLE_096_SEG_28726_058_SMD_id_2_Facility_tr_10,M,STABLE,none,ordered_per_window,per_sample_auroc,,,,90,3.0,42,2026-08-25T15:31:44
tdivdm,TSB-M-STABLE_096_SEG_28726_058_SMD_id_2_Facility_tr_10,M,STABLE,none,ordered_per_window,per_sample_auroc,0.5893,0.9516,1.0,90,,42,2026-08-25T15:31:44
driftlens,TSB-M-STABLE_097_SEG_8044_148_SMAP_id_5_Sensor_tr_2011,M,STABLE,none,batch_level,batch_auroc,0.0,,,4,,42,2026-08-25T15:31:55
ae_adwin_lstm,TSB-M-STABLE_097_SEG_8044_148_SMAP_id_5_Sensor_tr_2011,M,STABLE,none,ordered_per_window,per_sample_auroc,0.8,0.8345,1.0,29,0.0,42,2026-08-25T15:31:55
tdivdm,TSB-M-STABLE_097_SEG_8044_148_SMAP_id_5_Sensor_tr_2011,M,STABLE,none,ordered_per_window,per_sample_auroc,0.9,0.8345,1.0,29,,42,2026-08-25T15:31:55
driftlens,TSB-M-STABLE_099_SEG_28726_058_SMD_id_2_Facility_tr_10,M,STABLE,none,batch_level,batch_auroc,1.0,,,8,,42,2026-08-25T15:32:00
ae_adwin_lstm,TSB-M-STABLE_099_SEG_28726_058_SMD_id_2_Facility_tr_10,M,STABLE,none,ordered_per_window,per_sample_auroc,,,,86,3.0,42,2026-08-25T15:32:00
tdivdm,TSB-M-STABLE_099_SEG_28726_058_SMD_id_2_Facility_tr_10,M,STABLE,none,ordered_per_window,per_sample_auroc,0.5021,0.9372,1.0,86,,42,2026-08-25T15:32:00
driftlens,TSB-M-STABLE_100_SEG_8516_165_SMAP_id_22_Sensor_tr_212,M,STABLE,none,batch_level,batch_auroc,1.0,,,2,,42,2026-08-25T15:32:11
ae_adwin_lstm,TSB-M-STABLE_100_SEG_8516_165_SMAP_id_22_Sensor_tr_212,M,STABLE,none,ordered_per_window,per_sample_auroc,0.2833,0.3109,0.9167,39,9.0,42,2026-08-25T15:32:11
tdivdm,TSB-M-STABLE_100_SEG_8516_165_SMAP_id_22_Sensor_tr_212,M,STABLE,none,ordered_per_window,per_sample_auroc,0.8,0.8023,0.7083,39,,42,2026-08-25T15:32:11
